chr	nc_accession	gene	gene_id	ccds_id	ccds_status	cds_strand	match_type	aa_length
chr1	NC_000001.11	MATN1	4146	CCDS336.1	Public	-	Identical	-1
chr1	NC_000001.11	LAPTM5	7805	CCDS337.1	Public	-	Identical	-1
chr1	NC_000001.11	PUM1	9698	CCDS338.1	Public	-	Identical	-1
chr1	NC_000001.11	NKAIN1	79570	CCDS339.2	Public	-	Identical	-1
chr1	NC_000001.11	SNRNP40	9410	CCDS340.1	Public	-	Identical	-1
chr1	NC_000001.11	ZCCHC17	51538	CCDS341.1	Public	+	Identical	-1
chr1	NC_000001.11	FABP3	2170	CCDS342.1	Public	-	Identical	-1
chr1	NC_000001.11	TINAGL1	64129	CCDS343.1	Public	+	Identical	-1
chr1	NC_000001.11	HCRTR1	3061	CCDS344.1	Public	+	Identical	-1
chr1	NC_000001.11	PEF1	553115	CCDS345.1	Public	-	Identical	-1
chr1	NC_000001.11	ADGRB2	576	CCDS346.2	Public	-	Identical	-1
chr1	NC_000001.11	SPOCD1	90853	CCDS347.1	Public	-	Identical	-1
chr1	NC_000001.11	PTP4A2	8073	CCDS348.1	Public	-	Identical	-1
chr1	NC_000001.10	PTP4A2	8073	CCDS349.1	Withdrawn	-	Identical	-1
chr1	NC_000001.11	KHDRBS1	10657	CCDS350.1	Public	+	Identical	-1
chr1	NC_000001.11	TMEM39B	55116	CCDS351.2	Public	+	Identical	-1
chr1	NC_000001.11	KPNA6	23633	CCDS352.1	Public	+	Identical	-1
chr1	NC_000001.11	TXLNA	200081	CCDS353.1	Public	+	Identical	-1
chr1	NC_000001.11	CCDC28B	79140	CCDS354.2	Public	+	Identical	-1
chr1	NC_000001.11	IQCC	55721	CCDS355.1	Public	+	Identical	-1
chr1	NC_000001.11	TMEM234	56063	CCDS356.2	Public	-	Identical	-1
chr1	NC_000001.11	EIF3I	8668	CCDS357.1	Public	+	Identical	-1
chr1	NC_000001.11	FAM167B	84734	CCDS358.2	Public	+	Identical	-1
chr1	NC_000001.11	LCK	3932	CCDS359.1	Public	+	Identical	-1
chr1	NC_000001.11	HDAC1	3065	CCDS360.1	Public	+	Identical	-1
chr1	NC_000001.11	MARCKSL1	65108	CCDS361.1	Public	-	Identical	-1
chr1	NC_000001.11	TSSK3	81629	CCDS362.1	Public	+	Identical	-1
chr1	NC_000001.11	BSDC1	55108	CCDS363.2	Public	-	Identical	-1
chr1	NC_000001.8	ZBTB8	127557	CCDS364.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	ZBTB8OS	339487	CCDS365.2	Public	-	Identical	-1
chr1	NC_000001.11	RBBP4	5928	CCDS366.1	Public	+	Identical	-1
chr1	NC_000001.11	SYNC	81493	CCDS367.2	Public	-	Identical	-1
chr1	NC_000001.11	YARS1	8565	CCDS368.1	Public	-	Identical	-1
chr1	NC_000001.11	FNDC5	252995	CCDS369.2	Under review, withdrawal	-	Identical	-1
chr1	NC_000001.11	HPCA	3208	CCDS370.1	Public	+	Identical	-1
chr1	NC_000001.11	TMEM54	113452	CCDS371.1	Public	-	Identical	-1
chr1	NC_000001.11	RNF19B	127544	CCDS372.2	Public	-	Identical	-1
chr1	NC_000001.11	AK2	204	CCDS373.1	Public	-	Identical	-1
chr1	NC_000001.11	AK2	204	CCDS374.1	Public	-	Identical	-1
chr1	NC_000001.11	AZIN2	113451	CCDS375.1	Public	+	Identical	-1
chr1	NC_000001.11	TRIM62	55223	CCDS376.1	Public	-	Identical	-1
chr1	NC_000001.11	ZNF362	149076	CCDS377.1	Public	+	Identical	-1
chr1	NC_000001.11	PHC2	1912	CCDS378.1	Public	-	Identical	-1
chr1	NC_000001.11	PHC2	1912	CCDS379.1	Public	-	Identical	-1
chr1	NC_000001.11	CSMD2	114784	CCDS380.1	Public	-	Identical	-1
chr1	NC_000001.11	C1orf94	84970	CCDS381.1	Public	+	Identical	-1
chr1	NC_000001.11	GJB5	2709	CCDS382.1	Public	+	Identical	-1
chr1	NC_000001.11	GJB4	127534	CCDS383.1	Public	+	Identical	-1
chr1	NC_000001.11	GJB3	2707	CCDS384.1	Public	+	Identical	-1
chr1	NC_000001.8	MGC14276	253150	CCDS386.1	Withdrawn	-	Identical	-1
chr1	NC_000001.11	ZMYM6	9204	CCDS387.2	Public	-	Identical	-1
chr1	NC_000001.11	SFPQ	6421	CCDS388.1	Public	-	Identical	-1
chr1	NC_000001.11	ZMYM4	9202	CCDS389.1	Public	+	Identical	-1
chr1	NC_000001.11	KIAA0319L	79932	CCDS390.1	Public	-	Identical	-1
chr1	NC_000001.9	KIAA0319L	79932	CCDS391.1	Withdrawn	-	Identical	-1
chr1	NC_000001.11	NCDN	23154	CCDS392.1	Public	+	Identical	-1
chr1	NC_000001.11	TFAP2E	339488	CCDS393.2	Public	+	Identical	-1
chr1	NC_000001.11	PSMB2	5690	CCDS394.1	Public	-	Identical	-1
chr1	NC_000001.11	C1orf216	127703	CCDS395.1	Public	-	Identical	-1
chr1	NC_000001.11	CLSPN	63967	CCDS396.1	Public	-	Identical	-1
chr1	NC_000001.11	AGO4	192670	CCDS397.1	Public	+	Identical	-1
chr1	NC_000001.11	AGO1	26523	CCDS398.1	Public	+	Identical	-1
chr1	NC_000001.11	AGO3	192669	CCDS399.1	Public	+	Identical	-1
chr1	NC_000001.11	AGO3	192669	CCDS400.1	Public	+	Identical	-1
chr1	NC_000001.11	TEKT2	27285	CCDS401.1	Public	+	Identical	-1
chr1	NC_000001.11	ADPRS	54936	CCDS402.1	Public	+	Identical	-1
chr1	NC_000001.11	COL8A2	1296	CCDS403.1	Public	-	Identical	-1
chr1	NC_000001.11	TRAPPC3	27095	CCDS404.1	Public	-	Identical	-1
chr1	NC_000001.11	THRAP3	9967	CCDS405.1	Public	+	Identical	-1
chr1	NC_000001.11	EVA1B	55194	CCDS406.1	Public	-	Identical	-1
chr1	NC_000001.11	STK40	83931	CCDS407.1	Public	-	Identical	-1
chr1	NC_000001.11	LSM10	84967	CCDS408.1	Public	-	Identical	-1
chr1	NC_000001.11	OSCP1	127700	CCDS409.2	Public	-	Identical	-1
chr1	NC_000001.11	OSCP1	127700	CCDS410.1	Public	-	Identical	-1
chr1	NC_000001.11	MRPS15	64960	CCDS411.1	Public	-	Identical	-1
chr1	NC_000001.11	CSF3R	1441	CCDS412.1	Public	-	Identical	-1
chr1	NC_000001.11	CSF3R	1441	CCDS413.1	Public	-	Identical	-1
chr1	NC_000001.11	CSF3R	1441	CCDS414.1	Public	-	Identical	-1
chr1	NC_000001.10	CSF3R	1441	CCDS415.1	Withdrawn	-	Identical	-1
chr1	NC_000001.11	GRIK3	2899	CCDS416.1	Public	-	Identical	-1
chr1	NC_000001.11	ZC3H12A	80149	CCDS417.1	Public	+	Identical	-1
chr1	NC_000001.11	MEAF6	64769	CCDS418.1	Public	-	Identical	-1
chr1	NC_000001.11	SNIP1	79753	CCDS419.1	Public	-	Identical	-1
chr1	NC_000001.11	DNALI1	7802	CCDS420.2	Public	+	Identical	-1
chr1	NC_000001.11	GNL2	29889	CCDS421.1	Public	-	Identical	-1
chr1	NC_000001.8	RSPO1	284654	CCDS422.1	Withdrawn	-	Identical	-1
chr1	NC_000001.11	AIRIM	54955	CCDS423.1	Public	-	Identical	-1
chr1	NC_000001.11	CDCA8	55143	CCDS424.1	Public	+	Identical	-1
chr1	NC_000001.11	EPHA10	284656	CCDS425.1	Public	-	Identical	-1
chr1	NC_000001.11	MANEAL	149175	CCDS426.1	Public	+	Identical	-1
chr1	NC_000001.11	C1orf122	127687	CCDS427.2	Public	+	Identical	-1
chr1	NC_000001.11	SF3A3	10946	CCDS428.1	Public	-	Identical	-1
chr1	NC_000001.11	UTP11	51118	CCDS429.1	Public	+	Identical	-1
chr1	NC_000001.11	RRAGC	64121	CCDS430.1	Public	-	Identical	-1
chr1	NC_000001.11	MYCBP	26292	CCDS431.1	Public	-	Identical	-1
chr1	NC_000001.11	GJA9	81025	CCDS432.1	Public	-	Identical	-1
chr1	NC_000001.11	AKIRIN1	79647	CCDS433.1	Public	+	Identical	-1
chr1	NC_000001.11	NDUFS5	4725	CCDS434.1	Public	+	Identical	-1
chr1	NC_000001.11	MACF1	23499	CCDS435.1	Public	+	Identical	-1
chr1	NC_000001.10	MACF1	23499	CCDS436.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	BMP8A	353500	CCDS437.1	Public	+	Identical	-1
chr1	NC_000001.11	PABPC4	8761	CCDS438.1	Public	-	Identical	-1
chr1	NC_000001.11	HEYL	26508	CCDS439.1	Public	-	Identical	-1
chr1	NC_000001.11	NT5C1A	84618	CCDS440.1	Public	-	Identical	-1
chr1	NC_000001.11	HPCAL4	51440	CCDS441.1	Public	-	Identical	-1
chr1	NC_000001.11	PPIE	10450	CCDS442.1	Public	+	Identical	-1
chr1	NC_000001.11	PPIE	10450	CCDS443.1	Public	+	Identical	-1
chr1	NC_000001.11	BMP8B	656	CCDS444.1	Public	-	Identical	-1
chr1	NC_000001.11	OXCT2	64064	CCDS445.1	Public	-	Identical	-1
chr1	NC_000001.11	MFSD2A	84879	CCDS446.1	Public	+	Identical	-1
chr1	NC_000001.11	PPT1	5538	CCDS447.1	Public	-	Identical	-1
chr1	NC_000001.11	RLF	6018	CCDS448.1	Public	+	Identical	-1
chr1	NC_000001.11	ZMPSTE24	10269	CCDS449.1	Public	+	Identical	-1
chr1	NC_000001.11	COL9A2	1298	CCDS450.1	Public	-	Identical	-1
chr1	NC_000001.11	SMAP2	64744	CCDS451.1	Public	+	Identical	-1
chr1	NC_000001.11	ZFP69B	65243	CCDS452.2	Public	+	Identical	-1
chr1	NC_000001.11	EXO5	64789	CCDS453.1	Public	+	Identical	-1
chr1	NC_000001.11	ZNF684	127396	CCDS454.1	Public	+	Identical	-1
chr1	NC_000001.11	NFYC	4802	CCDS455.1	Public	+	Identical	-1
chr1	NC_000001.11	KCNQ4	9132	CCDS456.1	Public	+	Identical	-1
chr1	NC_000001.10	KCNQ4	9132	CCDS457.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	CITED4	163732	CCDS458.1	Public	-	Identical	-1
chr1	NC_000001.11	CTPS1	1503	CCDS459.1	Public	+	Identical	-1
chr1	NC_000001.11	SLFNL1	200172	CCDS460.1	Public	-	Identical	-1
chr1	NC_000001.11	SCMH1	22955	CCDS461.1	Public	-	Identical	-1
chr1	NC_000001.11	EDN2	1907	CCDS462.1	Public	-	Identical	-1
chr1	NC_000001.11	HIVEP3	59269	CCDS463.1	Public	-	Identical	-1
chr1	NC_000001.11	GUCA2B	2981	CCDS464.1	Public	+	Identical	-1
chr1	NC_000001.11	GUCA2A	2980	CCDS465.1	Public	-	Identical	-1
chr1	NC_000001.11	RIMKLA	284716	CCDS466.2	Public	+	Identical	-1
chr1	NC_000001.11	ZMYND12	84217	CCDS467.1	Public	-	Identical	-1
chr1	NC_000001.11	PPIH	10465	CCDS469.1	Public	+	Identical	-1
chr1	NC_000001.11	YBX1	4904	CCDS470.1	Public	+	Identical	-1
chr1	NC_000001.11	CLDN19	149461	CCDS471.1	Public	-	Identical	-1
chr1	NC_000001.11	P3H1	64175	CCDS472.2	Public	-	Identical	-1
chr1	NC_000001.11	C1orf50	79078	CCDS473.1	Public	+	Identical	-1
chr1	NC_000001.11	SVBP	374969	CCDS474.1	Public	-	Identical	-1
chr1	NC_000001.11	ERMAP	114625	CCDS475.1	Public	+	Identical	-1
chr1	NC_000001.11	ZNF691	51058	CCDS476.1	Public	+	Identical	-1
chr1	NC_000001.11	SLC2A1	6513	CCDS477.1	Public	-	Identical	-1
chr1	NC_000001.11	EBNA1BP2	10969	CCDS478.1	Public	-	Identical	-1
chr1	NC_000001.11	CFAP57	149465	CCDS479.1	Public	+	Identical	-1
chr1	NC_000001.11	TMEM125	128218	CCDS480.1	Public	+	Identical	-1
chr1	NC_000001.11	C1orf210	149466	CCDS481.1	Public	-	Identical	-1
chr1	NC_000001.11	TIE1	7075	CCDS482.1	Public	+	Identical	-1
chr1	NC_000001.11	MPL	4352	CCDS483.1	Public	+	Identical	-1
chr1	NC_000001.11	CDC20	991	CCDS484.1	Public	+	Identical	-1
chr1	NC_000001.11	ELOVL1	64834	CCDS485.1	Public	-	Identical	-1
chr1	NC_000001.11	MED8	112950	CCDS486.2	Public	-	Identical	-1
chr1	NC_000001.11	MED8	112950	CCDS487.2	Public	-	Identical	-1
chr1	NC_000001.11	HYI	81888	CCDS488.2	Public	-	Identical	-1
chr1	NC_000001.11	PTPRF	5792	CCDS489.2	Public	+	Identical	-1
chr1	NC_000001.11	PTPRF	5792	CCDS490.2	Public	+	Identical	-1
chr1	NC_000001.11	KDM4A	9682	CCDS491.1	Public	+	Identical	-1
chr1	NC_000001.11	ST3GAL3	6487	CCDS492.1	Public	+	Identical	-1
chr1	NC_000001.11	ST3GAL3	6487	CCDS493.1	Public	+	Identical	-1
chr1	NC_000001.11	ST3GAL3	6487	CCDS494.1	Public	+	Identical	-1
chr1	NC_000001.11	ST3GAL3	6487	CCDS495.1	Public	+	Identical	-1
chr1	NC_000001.11	ST3GAL3	6487	CCDS496.1	Public	+	Identical	-1
chr1	NC_000001.11	ST3GAL3	6487	CCDS497.1	Public	+	Identical	-1
chr1	NC_000001.11	ST3GAL3	6487	CCDS498.1	Public	+	Identical	-1
chr1	NC_000001.11	ST3GAL3	6487	CCDS499.1	Public	+	Identical	-1
chr1	NC_000001.11	ST3GAL3	6487	CCDS500.1	Public	+	Identical	-1
chr1	NC_000001.11	ARTN	9048	CCDS501.1	Public	+	Identical	-1
chr1	NC_000001.11	ARTN	9048	CCDS502.1	Public	+	Identical	-1
chr1	NC_000001.11	IPO13	9670	CCDS503.1	Public	+	Identical	-1
chr1	NC_000001.11	DPH2	1802	CCDS504.1	Public	+	Identical	-1
chr1	NC_000001.11	ATP6V0B	533	CCDS505.1	Public	+	Identical	-1
chr1	NC_000001.11	B4GALT2	8704	CCDS506.1	Public	+	Identical	-1
chr1	NC_000001.11	CCDC24	149473	CCDS507.1	Public	+	Identical	-1
chr1	NC_000001.11	KLF17	128209	CCDS508.1	Public	+	Identical	-1
chr1	NC_000001.11	DMAP1	55929	CCDS509.1	Public	+	Identical	-1
chr1	NC_000001.11	RNF220	55182	CCDS510.1	Public	+	Identical	-1
chr1	NC_000001.11	TMEM53	79639	CCDS511.1	Public	-	Identical	-1
chr1	NC_000001.11	KIF2C	11004	CCDS512.1	Public	+	Identical	-1
chr1	NC_000001.11	RPS8	6202	CCDS513.1	Public	+	Identical	-1
chr1	NC_000001.11	BEST4	266675	CCDS514.1	Public	-	Identical	-1
chr1	NC_000001.11	PLK3	1263	CCDS515.1	Public	+	Identical	-1
chr1	NC_000001.11	PTCH2	8643	CCDS516.1	Public	-	Identical	-1
chr1	NC_000001.11	EIF2B3	8891	CCDS517.1	Public	-	Identical	-1
chr1	NC_000001.11	UROD	7389	CCDS518.1	Public	+	Identical	-1
chr1	NC_000001.11	HPDL	84842	CCDS519.1	Public	+	Identical	-1
chr1	NC_000001.11	MUTYH	4595	CCDS520.1	Public	-	Identical	-1
chr1	NC_000001.11	TOE1	114034	CCDS521.1	Public	+	Identical	-1
chr1	NC_000001.11	PRDX1	5052	CCDS522.1	Public	-	Identical	-1
chr1	NC_000001.11	AKR1A1	10327	CCDS523.1	Public	+	Identical	-1
chr1	NC_000001.11	NASP	4678	CCDS524.1	Public	+	Identical	-1
chr1	NC_000001.11	NASP	4678	CCDS525.1	Public	+	Identical	-1
chr1	NC_000001.10	NASP	4678	CCDS526.1	Withdrawn	+	Identical	-1
chr1	NC_000001.9	CCDC17	149483	CCDS527.2	Withdrawn	-	Identical	-1
chr1	NC_000001.11	GPBP1L1	60313	CCDS528.1	Public	-	Identical	-1
chr1	NC_000001.11	PIK3R3	8503	CCDS529.1	Public	-	Identical	-1
chr1	NC_000001.11	TSPAN1	10103	CCDS530.1	Public	+	Identical	-1
chr1	NC_000001.11	POMGNT1	55624	CCDS531.1	Public	-	Identical	-1
chr1	NC_000001.11	RAD54L	8438	CCDS532.1	Public	+	Identical	-1
chr1	NC_000001.11	LRRC41	10489	CCDS533.1	Public	-	Identical	-1
chr1	NC_000001.11	NSUN4	387338	CCDS534.1	Public	+	Identical	-1
chr1	NC_000001.11	FAAH	2166	CCDS535.1	Public	+	Identical	-1
chr1	NC_000001.11	DMBX1	127343	CCDS536.1	Public	+	Identical	-1
chr1	NC_000001.9	KNCN	148930	CCDS537.1	Withdrawn	-	Identical	-1
chr1	NC_000001.11	MKNK1	8569	CCDS538.2	Public	-	Identical	-1
chr1	NC_000001.11	MOB3C	148932	CCDS540.1	Public	-	Identical	-1
chr1	NC_000001.11	ATPAF1	64756	CCDS541.2	Public	-	Identical	-1
chr1	NC_000001.11	CYP4B1	1580	CCDS542.1	Public	+	Identical	-1
chr1	NC_000001.11	CYP4A11	1579	CCDS543.1	Public	-	Identical	-1
chr1	NC_000001.11	CYP4X1	260293	CCDS544.1	Public	+	Identical	-1
chr1	NC_000001.11	CYP4Z1	199974	CCDS545.1	Public	+	Identical	-1
chr1	NC_000001.11	PDZK1IP1	10158	CCDS546.1	Public	-	Identical	-1
chr1	NC_000001.11	TAL1	6886	CCDS547.1	Public	-	Identical	-1
chr1	NC_000001.11	STIL	6491	CCDS548.1	Public	-	Identical	-1
chr1	NC_000001.11	CMPK1	51727	CCDS549.1	Public	+	Identical	-1
chr1	NC_000001.11	FOXE3	2301	CCDS550.1	Public	+	Identical	-1
chr1	NC_000001.11	SPATA6	54558	CCDS551.1	Public	-	Identical	-1
chr1	NC_000001.11	BEND5	79656	CCDS552.2	Public	-	Identical	-1
chr1	NC_000001.11	ELAVL4	1996	CCDS553.1	Public	+	Identical	-1
chr1	NC_000001.11	FAF1	11124	CCDS554.1	Public	-	Identical	-1
chr1	NC_000001.11	CDKN2C	1031	CCDS555.1	Public	+	Identical	-1
chr1	NC_000001.11	RNF11	26994	CCDS556.1	Public	+	Identical	-1
chr1	NC_000001.11	EPS15	2060	CCDS557.1	Public	-	Identical	-1
chr1	NC_000001.11	OSBPL9	114883	CCDS558.1	Public	+	Identical	-1
chr1	NC_000001.11	NRDC	4898	CCDS559.1	Public	-	Identical	-1
chr1	NC_000001.11	RAB3B	5865	CCDS560.1	Public	-	Identical	-1
chr1	NC_000001.11	TXNDC12	51060	CCDS561.1	Public	-	Identical	-1
chr1	NC_000001.11	KTI12	112970	CCDS562.1	Public	-	Identical	-1
chr1	NC_000001.11	ZFYVE9	9372	CCDS563.1	Public	+	Identical	-1
chr1	NC_000001.11	ZFYVE9	9372	CCDS564.1	Public	+	Identical	-1
chr1	NC_000001.10	ZFYVE9	9372	CCDS565.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	ORC1	4998	CCDS566.1	Public	-	Identical	-1
chr1	NC_000001.11	PRPF38A	84950	CCDS567.1	Public	+	Identical	-1
chr1	NC_000001.9	PRPF38A	84950	CCDS568.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	GPX7	2882	CCDS569.1	Public	+	Identical	-1
chr1	NC_000001.11	COA7	65260	CCDS570.1	Public	-	Identical	-1
chr1	NC_000001.11	ECHDC2	55268	CCDS571.1	Public	-	Identical	-1
chr1	NC_000001.11	SCP2	6342	CCDS572.1	Public	+	Identical	-1
chr1	NC_000001.11	PODN	127435	CCDS573.2	Public	+	Identical	-1
chr1	NC_000001.11	SLC1A7	6512	CCDS574.1	Public	-	Identical	-1
chr1	NC_000001.11	CPT2	1376	CCDS575.1	Public	+	Identical	-1
chr1	NC_000001.11	CZIB	54987	CCDS576.1	Public	-	Identical	-1
chr1	NC_000001.11	MAGOH	4116	CCDS577.1	Public	-	Identical	-1
chr1	NC_000001.11	LRP8	7804	CCDS578.1	Public	-	Identical	-1
chr1	NC_000001.11	LRP8	7804	CCDS579.1	Public	-	Identical	-1
chr1	NC_000001.11	LRP8	7804	CCDS580.1	Public	-	Identical	-1
chr1	NC_000001.11	DMRTB1	63948	CCDS581.1	Public	+	Identical	-1
chr1	NC_000001.11	GLIS1	148979	CCDS582.1	Public	-	Identical	-1
chr1	NC_000001.11	NDC1	55706	CCDS583.1	Public	-	Identical	-1
chr1	NC_000001.11	YIPF1	54432	CCDS584.1	Public	-	Identical	-1
chr1	NC_000001.11	LRRC42	115353	CCDS585.1	Public	+	Identical	-1
chr1	NC_000001.11	TMEM59	9528	CCDS586.1	Public	-	Identical	-1
chr1	NC_000001.11	TCEANC2	127428	CCDS587.1	Public	+	Identical	-1
chr1	NC_000001.11	CDCP2	200008	CCDS588.2	Public	-	Identical	-1
chr1	NC_000001.11	MRPL37	51253	CCDS589.1	Public	+	Identical	-1
chr1	NC_000001.11	SSBP3	23648	CCDS590.1	Public	-	Identical	-1
chr1	NC_000001.11	SSBP3	23648	CCDS591.1	Public	-	Identical	-1
chr1	NC_000001.11	ACOT11	26027	CCDS592.1	Public	+	Identical	-1
chr1	NC_000001.11	ACOT11	26027	CCDS593.1	Public	+	Identical	-1
chr1	NC_000001.11	FAM151A	338094	CCDS594.1	Public	-	Identical	-1
chr1	NC_000001.8	MROH7	374977	CCDS595.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	TTC4	7268	CCDS596.1	Public	+	Identical	-1
chr1	NC_000001.11	PARS2	25973	CCDS597.1	Public	-	Identical	-1
chr1	NC_000001.11	TTC22	55001	CCDS598.1	Public	-	Identical	-1
chr1	NC_000001.11	CIMAP2	163747	CCDS599.1	Public	+	Identical	-1
chr1	NC_000001.11	DHCR24	1718	CCDS600.1	Public	-	Identical	-1
chr1	NC_000001.11	TMEM61	199964	CCDS601.1	Public	+	Identical	-1
chr1	NC_000001.11	BSND	7809	CCDS602.1	Public	+	Identical	-1
chr1	NC_000001.11	PCSK9	255738	CCDS603.1	Public	+	Identical	-1
chr1	NC_000001.11	PLPP3	8613	CCDS604.1	Public	-	Identical	-1
chr1	NC_000001.11	PRKAA2	5563	CCDS605.1	Public	+	Identical	-1
chr1	NC_000001.11	C8A	731	CCDS606.1	Public	+	Identical	-1
chr1	NC_000001.11	DAB1	1600	CCDS607.1	Public	-	Identical	-1
chr1	NC_000001.11	OMA1	115209	CCDS608.1	Public	-	Identical	-1
chr1	NC_000001.11	TACSTD2	4070	CCDS609.1	Public	-	Identical	-1
chr1	NC_000001.11	JUN	3725	CCDS610.1	Public	-	Identical	-1
chr1	NC_000001.11	FGGY	55277	CCDS611.2	Public	+	Identical	-1
chr1	NC_000001.11	HOOK1	51361	CCDS612.1	Public	+	Identical	-1
chr1	NC_000001.11	CYP2J2	1573	CCDS613.1	Public	-	Identical	-1
chr1	NC_000001.11	C1orf87	127795	CCDS614.1	Public	-	Identical	-1
chr1	NC_000001.11	NFIA	4774	CCDS615.1	Public	+	Identical	-1
chr1	NC_000001.9	PATJ	10207	CCDS616.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	PATJ	10207	CCDS617.2	Public	+	Identical	-1
chr1	NC_000001.9	PATJ	10207	CCDS618.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	L1TD1	54596	CCDS619.1	Public	+	Identical	-1
chr1	NC_000001.11	KANK4	163782	CCDS620.1	Public	-	Identical	-1
chr1	NC_000001.11	USP1	7398	CCDS621.1	Public	+	Identical	-1
chr1	NC_000001.11	ANGPTL3	27329	CCDS622.1	Public	+	Identical	-1
chr1	NC_000001.11	ATG4C	84938	CCDS623.1	Public	+	Identical	-1
chr1	NC_000001.11	FOXD3	27022	CCDS624.1	Public	+	Identical	-1
chr1	NC_000001.11	PGM1	5236	CCDS625.1	Public	+	Identical	-1
chr1	NC_000001.11	ROR1	4919	CCDS626.1	Public	+	Identical	-1
chr1	NC_000001.11	UBE2U	148581	CCDS627.1	Public	+	Identical	-1
chr1	NC_000001.11	CACHD1	57685	CCDS628.3	Public	+	Identical	-1
chr1	NC_000001.11	AK4	205	CCDS629.1	Public	+	Identical	-1
chr1	NC_000001.11	LEPROT	54741	CCDS630.1	Public	+	Identical	-1
chr1	NC_000001.11	LEPR	3953	CCDS631.1	Public	+	Identical	-1
chr1	NC_000001.11	PDE4B	5142	CCDS632.1	Public	+	Identical	-1
chr1	NC_000001.11	DYNLT5	200132	CCDS633.1	Public	+	Identical	-1
chr1	NC_000001.11	INSL5	10022	CCDS634.1	Public	-	Identical	-1
chr1	NC_000001.11	DNAI4	79819	CCDS635.1	Public	-	Identical	-1
chr1	NC_000001.11	SLC35D1	23169	CCDS636.1	Public	-	Identical	-1
chr1	NC_000001.11	IL23R	149233	CCDS637.1	Public	+	Identical	-1
chr1	NC_000001.11	IL12RB2	3595	CCDS638.1	Public	+	Identical	-1
chr1	NC_000001.11	SERBP1	26135	CCDS639.1	Public	-	Identical	-1
chr1	NC_000001.11	GADD45A	1647	CCDS640.1	Public	+	Identical	-1
chr1	NC_000001.11	DIRAS3	9077	CCDS641.1	Public	-	Identical	-1
chr1	NC_000001.11	WLS	79971	CCDS642.1	Public	-	Identical	-1
chr1	NC_000001.11	RPE65	6121	CCDS643.1	Public	-	Identical	-1
chr1	NC_000001.11	DEPDC1	55635	CCDS644.1	Public	-	Identical	-1
chr1	NC_000001.11	LRRC7	57554	CCDS645.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	LRRC40	55631	CCDS646.1	Public	-	Identical	-1
chr1	NC_000001.11	SRSF11	9295	CCDS647.1	Public	+	Identical	-1
chr1	NC_000001.11	ANKRD13C	81573	CCDS648.2	Public	-	Identical	-1
chr1	NC_000001.11	ANKRD13C-DT	11147	CCDS649.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	CTH	1491	CCDS650.1	Public	+	Identical	-1
chr1	NC_000001.11	CTH	1491	CCDS651.1	Public	+	Identical	-1
chr1	NC_000001.11	PTGER3	5733	CCDS652.1	Public	-	Identical	-1
chr1	NC_000001.10	PTGER3	5733	CCDS653.1	Withdrawn	-	Identical	-1
chr1	NC_000001.10	PTGER3	5733	CCDS654.1	Withdrawn	-	Identical	-1
chr1	NC_000001.11	PTGER3	5733	CCDS655.1	Public	-	Identical	-1
chr1	NC_000001.11	PTGER3	5733	CCDS656.1	Public	-	Identical	-1
chr1	NC_000001.11	PTGER3	5733	CCDS657.1	Public	-	Identical	-1
chr1	NC_000001.11	PTGER3	5733	CCDS658.1	Public	-	Identical	-1
chr1	NC_000001.11	ZRANB2	9406	CCDS659.1	Public	-	Identical	-1
chr1	NC_000001.11	ZRANB2	9406	CCDS660.1	Public	-	Identical	-1
chr1	NC_000001.11	NEGR1	257194	CCDS661.1	Public	-	Identical	-1
chr1	NC_000001.9	LRRIQ3	127255	CCDS662.1	Withdrawn	-	Identical	-1
chr1	NC_000001.11	FPGT	8790	CCDS663.3	Public	+	Identical	-1
chr1	NC_000001.11	TNNI3K	51086	CCDS664.1	Public	+	Identical	-1
chr1	NC_000001.11	CRYZ	1429	CCDS665.1	Public	-	Identical	-1
chr1	NC_000001.11	TYW3	127253	CCDS666.1	Public	+	Identical	-1
chr1	NC_000001.11	SLC44A5	204962	CCDS667.1	Public	-	Identical	-1
chr1	NC_000001.11	ACADM	34	CCDS668.1	Public	+	Identical	-1
chr1	NC_000001.11	RABGGTB	5876	CCDS669.1	Public	+	Identical	-1
chr1	NC_000001.11	MSH4	4438	CCDS670.1	Public	+	Identical	-1
chr1	NC_000001.11	ASB17	127247	CCDS671.1	Public	-	Identical	-1
chr1	NC_000001.11	ST6GALNAC3	256435	CCDS672.1	Public	+	Identical	-1
chr1	NC_000001.11	ST6GALNAC5	81849	CCDS673.1	Public	+	Identical	-1
chr1	NC_000001.11	PIGK	10026	CCDS674.1	Public	-	Identical	-1
chr1	NC_000001.11	AK5	26289	CCDS675.1	Public	+	Identical	-1
chr1	NC_000001.11	AK5	26289	CCDS676.1	Public	+	Identical	-1
